year,sex,age,marst,race,raced,hispan,hispand,speakeng,hcovany
2019,female,55,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,59,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,34,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,22,never married/single,other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,21,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,female,37,widowed,white,white,other,dominican,"yes, speaks well",with health insurance coverage
2019,male,31,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,46,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,18,never married/single,white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,29,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,24,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,80,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,89,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,12,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,87,divorced,white,white,not hispanic,not hispanic,does not speak english,with health insurance coverage
2019,female,56,divorced,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,55,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,26,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,49,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,30,"married, spouse present",other asian or pacific islander,filipino,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,73,"married, spouse absent",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,20,never married/single,white,white,other,salvadoran,"yes, speaks very well",with health insurance coverage
2019,female,45,"married, spouse present",other asian or pacific islander,filipino,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,74,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,8,never married/single,white,white,puerto rican,puerto rican,"yes, speaks only english",with health insurance coverage
2019,male,53,separated,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,29,"married, spouse present",chinese,chinese,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,21,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,62,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,14,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,49,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,71,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,48,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,68,divorced,other asian or pacific islander,vietnamese,not hispanic,not hispanic,"yes, but not well",with health insurance coverage
2019,male,54,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,55,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,74,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,1,never married/single,chinese,chinese,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,11,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,25,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,35,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,50,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,71,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,13,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,32,"married, spouse present",other asian or pacific islander,"pacific islander, n.s",not hispanic,not hispanic,"yes, speaks very well",no health insurance coverage
2019,female,72,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,32,never married/single,white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,85,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,23,never married/single,other asian or pacific islander,filipino,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,45,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,46,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,33,never married/single,white,white,mexican,mexican,"yes, speaks very well",no health insurance coverage
2019,female,12,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,72,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,39,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,28,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,82,never married/single,white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,81,widowed,white,white,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,female,63,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,31,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,69,"married, spouse absent",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,4,never married/single,white,white,puerto rican,puerto rican,n/a (blank),with health insurance coverage
2019,male,82,divorced,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,55,never married/single,other asian or pacific islander,thai,not hispanic,not hispanic,"yes, but not well",no health insurance coverage
2019,female,66,"married, spouse present",white,white,not hispanic,not hispanic,does not speak english,no health insurance coverage
2019,female,66,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,30,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,49,never married/single,white,white,puerto rican,puerto rican,"yes, but not well",with health insurance coverage
2019,male,27,"married, spouse present",white,white,mexican,mexican,"yes, speaks only english",no health insurance coverage
2019,female,67,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,33,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,73,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,68,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,30,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,24,"married, spouse absent",white,white,mexican,mexican,"yes, but not well",with health insurance coverage
2019,male,14,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,85,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,30,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),no health insurance coverage
2019,male,21,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,50,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,16,never married/single,chinese,chinese,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,67,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,65,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,66,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,37,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,66,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,12,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,62,"married, spouse present",white,white,mexican,mexican,"yes, but not well",with health insurance coverage
2019,female,18,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,24,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,61,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,36,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,11,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,53,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,female,6,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,57,"married, spouse present",other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,female,53,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,7,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,21,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,68,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,31,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,29,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,73,"married, spouse present",white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,female,5,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,17,"married, spouse absent",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks very well",no health insurance coverage
2019,male,49,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,47,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,68,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,72,"married, spouse present",chinese,chinese,not hispanic,not hispanic,"yes, but not well",with health insurance coverage
2019,male,72,widowed,other asian or pacific islander,korean,not hispanic,not hispanic,does not speak english,with health insurance coverage
2019,male,27,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,44,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,57,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,81,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,44,"married, spouse present",two major races,white and black,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,18,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,1,never married/single,two major races,white and black,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,3,never married/single,other asian or pacific islander,mongolian,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,21,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,45,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,18,never married/single,white,white,mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,female,10,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,47,separated,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,66,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,71,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,57,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,81,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,70,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,5,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,58,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,26,never married/single,white,white,not hispanic,not hispanic,"yes, speaks very well",no health insurance coverage
2019,female,60,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,77,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,25,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,36,"married, spouse absent",chinese,chinese,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,male,4,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,16,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,65,"married, spouse present",other asian or pacific islander,vietnamese,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,38,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,9,never married/single,white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,7,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,29,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,77,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,82,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,57,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,89,widowed,white,white,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,female,26,"married, spouse absent",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,70,"married, spouse present",other asian or pacific islander,vietnamese,not hispanic,not hispanic,"yes, but not well",with health insurance coverage
2019,female,17,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,13,never married/single,white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,7,never married/single,white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,28,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks very well",no health insurance coverage
2019,male,57,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,2,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,62,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,10,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,80,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,44,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,25,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,37,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,48,"married, spouse present","other race, nec","other race, n.e.c",other,honduran,"yes, speaks well",with health insurance coverage
2019,male,17,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,11,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,44,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,19,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,41,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,31,never married/single,white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,22,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,32,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,80,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,48,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,74,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,6,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,56,never married/single,three or more major races,"white, aian, other race write_in",cuban,cuban,"yes, speaks only english",no health insurance coverage
2019,male,35,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,62,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,25,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,67,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,64,widowed,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,37,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,less than 1 year old,never married/single,white,white,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,female,60,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,52,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,65,"married, spouse present",other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,59,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,11,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,50,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,32,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks very well",no health insurance coverage
2019,male,61,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,male,44,"married, spouse present",other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, but not well",with health insurance coverage
2019,female,44,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,13,never married/single,black/african american,black/african american,other,dominican,"yes, speaks very well",with health insurance coverage
2019,male,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,15,never married/single,white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,female,73,widowed,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,66,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,41,separated,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,61,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,40,"married, spouse present",two major races,white and other race write_in,other,"other, n.s","yes, speaks well",with health insurance coverage
2019,male,10,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,9,never married/single,"other race, nec","other race, n.e.c",puerto rican,puerto rican,"yes, speaks very well",with health insurance coverage
2019,male,19,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks very well",with health insurance coverage
2019,male,42,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,51,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,74,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,24,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,59,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,37,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks very well",no health insurance coverage
2019,male,65,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,63,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,49,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,48,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,32,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,5,never married/single,other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,6,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,16,never married/single,two major races,white and aian,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,35,"married, spouse present",white,white,other,honduran,"yes, speaks well",no health insurance coverage
2019,male,60,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,14,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,52,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,23,never married/single,chinese,chinese,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,55,"married, spouse present","other race, nec","other race, n.e.c",mexican,mexican,"yes, but not well",with health insurance coverage
2019,female,28,never married/single,other asian or pacific islander,filipino,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,72,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,49,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,30,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,54,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,6,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,41,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,50,"married, spouse present",white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,female,11,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,65,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,44,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,35,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,49,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,7,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,56,"married, spouse absent",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,37,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,62,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,58,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,34,"married, spouse present",other asian or pacific islander,asian indian (hindu 1920_1940),not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,female,12,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,12,never married/single,white,white,mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,52,"married, spouse present",other asian or pacific islander,filipino,not hispanic,not hispanic,"yes, speaks very well",with health insurance coverage
2019,male,41,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks well",with health insurance coverage
2019,female,7,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,68,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,3,never married/single,black/african american,black/african american,not hispanic,not hispanic,n/a (blank),with health insurance coverage
2019,male,18,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks only english",with health insurance coverage
2019,male,38,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,77,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,17,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,75,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,30,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,4,never married/single,white,white,other,"other, n.s",n/a (blank),no health insurance coverage
2019,female,38,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,8,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,8,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,63,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,64,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,36,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,44,never married/single,"other race, nec","other race, n.e.c",mexican,mexican,"yes, speaks very well",no health insurance coverage
2019,male,24,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,56,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,69,"married, spouse present",black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,18,never married/single,black/african american,black/african american,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,45,"married, spouse absent",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,35,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,43,never married/single,white,white,other,salvadoran,"yes, speaks very well",with health insurance coverage
2019,male,11,never married/single,white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,female,69,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,54,divorced,white,white,not hispanic,not hispanic,"yes, speaks only english",no health insurance coverage
2019,female,48,"married, spouse present",white,white,not hispanic,not hispanic,"yes, speaks only english",with health insurance coverage
2019,male,26,"married, spouse present",white,white,puerto rican,puerto rican,"yes, speaks only english",with health insurance coverage
